MsgID.LOCAL_POSITION,1520864179.7652941,11.2202978,-0.1091260,-2.9813147
MsgID.LOCAL_VELOCITY,1520864179.7652941,3.8431358,0.4325508,0.0452400
MsgID.STATE,1520864180.0087419,True,True
MsgID.GLOBAL_HOME,1520864180.0107729,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864180.0150430,-122.3957480,37.7933901,2.9880000
MsgID.LOCAL_VELOCITY,1520864180.0150430,3.0900000,1.5700000,0.0000000
MsgID.LOCAL_POSITION,1520864180.0152409,12.0700312,0.3492188,-2.9885471
MsgID.LOCAL_VELOCITY,1520864180.0152409,3.0905044,1.5709491,-0.0011375
MsgID.GLOBAL_POSITION,1520864180.2666612,-122.3957425,37.7933942,2.9930000
MsgID.LOCAL_VELOCITY,1520864180.2666612,2.3000000,2.5200000,0.0500000
MsgID.LOCAL_POSITION,1520864180.2668531,12.5250988,0.8322850,-2.9939294
MsgID.LOCAL_VELOCITY,1520864180.2668531,2.3083215,2.5204661,0.0563195
MsgID.GLOBAL_POSITION,1520864180.5154209,-122.3957346,37.7934005,2.9960000
MsgID.LOCAL_VELOCITY,1520864180.5154209,1.4100000,3.4700000,0.0900000
MsgID.LOCAL_POSITION,1520864180.5156159,13.2236805,1.5400791,-2.9964762
MsgID.LOCAL_VELOCITY,1520864180.5156159,1.4145963,3.4779260,0.0996622
MsgID.GLOBAL_POSITION,1520864180.7651510,-122.3957241,37.7934029,3.0010000
MsgID.LOCAL_VELOCITY,1520864180.7651510,0.6000000,4.2200000,0.1000000
MsgID.LOCAL_POSITION,1520864180.7653539,13.4887514,2.4721043,-3.0014060
MsgID.LOCAL_VELOCITY,1520864180.7653539,0.6046430,4.2214146,0.1032964
MsgID.STATE,1520864181.0095942,True,True
MsgID.GLOBAL_HOME,1520864181.0116069,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864181.0159192,-122.3957107,37.7934016,3.0090000
MsgID.LOCAL_VELOCITY,1520864181.0159192,-0.3100000,4.9000000,0.1400000
MsgID.LOCAL_POSITION,1520864181.0161610,13.3386984,3.6642375,-3.0097461
MsgID.LOCAL_VELOCITY,1520864181.0161610,-0.3112243,4.9078979,0.1423810
MsgID.GLOBAL_POSITION,1520864181.2656500,-122.3956964,37.7934003,3.0060000
MsgID.LOCAL_VELOCITY,1520864181.2656500,-1.1800000,5.4700000,0.1600000
MsgID.LOCAL_POSITION,1520864181.2658730,13.1948614,4.9352741,-3.0063138
MsgID.LOCAL_VELOCITY,1520864181.2658730,-1.1885291,5.4720092,0.1644398
MsgID.GLOBAL_POSITION,1520864181.5155499,-122.3956797,37.7933970,3.0000000
MsgID.LOCAL_VELOCITY,1520864181.5155499,-2.1800000,5.9300000,0.1300000
MsgID.LOCAL_POSITION,1520864181.5157819,12.8282499,6.4220152,-3.0006614
MsgID.LOCAL_VELOCITY,1520864181.5157819,-2.1817455,5.9308915,0.1367910
MsgID.GLOBAL_POSITION,1520864181.7658801,-122.3956636,37.7933923,2.9860000
MsgID.LOCAL_VELOCITY,1520864181.7658801,-3.1800000,5.9200000,0.1300000
MsgID.LOCAL_POSITION,1520864181.7660851,12.3141479,7.8511181,-2.9869175
MsgID.LOCAL_VELOCITY,1520864181.7660851,-3.1850386,5.9285345,0.1388160
MsgID.STATE,1520864182.0087349,True,True
MsgID.GLOBAL_HOME,1520864182.0107820,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864182.0170691,-122.3956475,37.7933835,2.9930000
MsgID.LOCAL_VELOCITY,1520864182.0170691,-3.8200000,4.6600000,-0.0300000
MsgID.LOCAL_POSITION,1520864182.0172379,11.3340292,9.2789993,-2.9933019
MsgID.LOCAL_VELOCITY,1520864182.0172379,-3.8268135,4.6635938,-0.0326577
MsgID.GLOBAL_POSITION,1520864182.2666571,-122.3956352,37.7933749,2.9870000
MsgID.LOCAL_VELOCITY,1520864182.2666571,-3.2000000,3.3000000,0.0000000
MsgID.LOCAL_POSITION,1520864182.2668819,10.3770313,10.3715334,-2.9870477
MsgID.LOCAL_VELOCITY,1520864182.2668819,-3.2043555,3.3034906,-0.0000804
MsgID.GLOBAL_POSITION,1520864182.5161321,-122.3956271,37.7933677,2.9800000
MsgID.LOCAL_VELOCITY,1520864182.5161321,-2.9700000,2.2200000,-0.0800000
MsgID.LOCAL_POSITION,1520864182.5164149,9.5768509,11.0949116,-2.9802911
MsgID.LOCAL_VELOCITY,1520864182.5164149,-2.9704714,2.2299368,-0.0806576
MsgID.GLOBAL_POSITION,1520864182.7654679,-122.3956225,37.7933603,2.9770000
MsgID.LOCAL_VELOCITY,1520864182.7654679,-4.0700000,1.5600000,-0.1000000
MsgID.LOCAL_POSITION,1520864182.7656710,8.7564669,11.5050030,-2.9770012
MsgID.LOCAL_VELOCITY,1520864182.7656710,-4.0756822,1.5653056,-0.1031394
MsgID.STATE,1520864183.0091350,True,True
MsgID.GLOBAL_HOME,1520864183.0113370,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864183.0155561,-122.3956202,37.7933490,2.9770000
MsgID.LOCAL_VELOCITY,1520864183.0155561,-5.0500000,0.7500000,-0.1300000
MsgID.LOCAL_POSITION,1520864183.0157480,7.5012136,11.7060347,-2.9771435
MsgID.LOCAL_VELOCITY,1520864183.0157480,-5.0537782,0.7561812,-0.1340872
MsgID.GLOBAL_POSITION,1520864183.2668281,-122.3956180,37.7933389,2.9760000
MsgID.LOCAL_VELOCITY,1520864183.2668281,-5.7500000,0.0300000,-0.1600000
MsgID.LOCAL_POSITION,1520864183.2670569,6.3723931,11.9018812,-2.9760606
MsgID.LOCAL_VELOCITY,1520864183.2670569,-5.7557545,0.0351105,-0.1674132
MsgID.GLOBAL_POSITION,1520864183.5163109,-122.3956203,37.7933244,2.9930000
MsgID.LOCAL_VELOCITY,1520864183.5163109,-6.4100000,-0.7900000,-0.0600000
MsgID.LOCAL_POSITION,1520864183.5164959,4.7655077,11.7012224,-2.9930546
MsgID.LOCAL_VELOCITY,1520864183.5164959,-6.4186702,-0.7903367,-0.0623346
MsgID.GLOBAL_POSITION,1520864183.7658811,-122.3956248,37.7933097,2.9950000
MsgID.LOCAL_VELOCITY,1520864183.7658811,-6.8700000,-1.5600000,-0.0500000
MsgID.LOCAL_POSITION,1520864183.7661068,3.1283932,11.3011160,-2.9954011
MsgID.LOCAL_VELOCITY,1520864183.7661068,-6.8790946,-1.5623686,-0.0529605
MsgID.STATE,1520864184.0100930,True,True
MsgID.GLOBAL_HOME,1520864184.0121040,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864184.0163190,-122.3956276,37.7932931,3.0060000
MsgID.LOCAL_VELOCITY,1520864184.0163190,-6.2500000,-1.9800000,0.0600000
MsgID.LOCAL_POSITION,1520864184.0165179,1.2887741,11.0456858,-3.0065715
MsgID.LOCAL_VELOCITY,1520864184.0165179,-6.2553959,-1.9825356,0.0666377
MsgID.GLOBAL_POSITION,1520864184.2662771,-122.3956332,37.7932813,2.9970000
MsgID.LOCAL_VELOCITY,1520864184.2662771,-4.5900000,-1.9000000,0.1800000
MsgID.LOCAL_POSITION,1520864184.2665012,-0.0259869,10.5539169,-2.9977157
MsgID.LOCAL_VELOCITY,1520864184.2665012,-4.5998173,-1.9079254,0.1863773
MsgID.GLOBAL_POSITION,1520864184.5162740,-122.3956410,37.7932713,2.9990000
MsgID.LOCAL_VELOCITY,1520864184.5162740,-3.1300000,-2.2500000,0.1100000
MsgID.LOCAL_POSITION,1520864184.5164599,-1.1384248,9.8542776,-2.9997675
MsgID.LOCAL_VELOCITY,1520864184.5164599,-3.1361527,-2.2507353,0.1187570
MsgID.GLOBAL_POSITION,1520864184.7680929,-122.3956485,37.7932654,3.0080000
MsgID.LOCAL_VELOCITY,1520864184.7680929,-2.5000000,-3.1700000,0.0900000
MsgID.LOCAL_POSITION,1520864184.7683148,-1.7904469,9.1880512,-3.0081275
MsgID.LOCAL_VELOCITY,1520864184.7683148,-2.5084352,-3.1720192,0.0917965
MsgID.STATE,1520864185.0094070,True,True
MsgID.GLOBAL_HOME,1520864185.0117099,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864185.0178900,-122.3956571,37.7932617,3.0030000
MsgID.LOCAL_VELOCITY,1520864185.0178900,-1.6400000,-4.1100000,0.1300000
MsgID.LOCAL_POSITION,1520864185.0180721,-2.1960828,8.4279270,-3.0037398
MsgID.LOCAL_VELOCITY,1520864185.0180721,-1.6420666,-4.1117849,0.1309945
MsgID.LOCAL_POSITION,1520864185.2667060,-2.3595297,7.2448277,-2.9880989
MsgID.LOCAL_VELOCITY,1520864185.2667060,-0.8389965,-4.8843613,0.0801376
MsgID.GLOBAL_POSITION,1520864185.2669911,-122.3956704,37.7932603,2.9880000
MsgID.LOCAL_VELOCITY,1520864185.2669911,-0.8300000,-4.8800000,0.0800000
MsgID.LOCAL_POSITION,1520864185.5166290,-2.5918169,5.7443032,-2.9780478
MsgID.LOCAL_VELOCITY,1520864185.5166290,0.1136289,-5.6757970,-0.0454062
MsgID.GLOBAL_POSITION,1520864185.5168519,-122.3956873,37.7932582,2.9780000
MsgID.LOCAL_VELOCITY,1520864185.5168519,0.1100000,-5.6700000,-0.0400000
MsgID.LOCAL_POSITION,1520864185.7679181,-2.3277030,4.5116572,-2.9757543
MsgID.LOCAL_VELOCITY,1520864185.7679181,1.0247889,-6.2112641,-0.1532385
MsgID.GLOBAL_POSITION,1520864185.7681999,-122.3957011,37.7932606,2.9750000
MsgID.LOCAL_VELOCITY,1520864185.7681999,1.0200000,-6.2100000,-0.1500000
MsgID.STATE,1520864186.0094998,True,True
MsgID.GLOBAL_HOME,1520864186.0116348,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1520864186.0178759,-1.9175011,2.7723730,-2.9794972
MsgID.LOCAL_VELOCITY,1520864186.0178759,2.0898933,-6.5481834,-0.1594180
MsgID.GLOBAL_POSITION,1520864186.0181241,-122.3957207,37.7932642,2.9790000
MsgID.LOCAL_VELOCITY,1520864186.0181241,2.0800000,-6.5400000,-0.1500000
MsgID.LOCAL_POSITION,1520864186.2674110,-1.3481208,1.3044237,-2.9753242
MsgID.LOCAL_VELOCITY,1520864186.2674110,2.8494976,-5.7942996,-0.1506375
MsgID.GLOBAL_POSITION,1520864186.2676978,-122.3957372,37.7932694,2.9750000
MsgID.LOCAL_VELOCITY,1520864186.2676978,2.8400000,-5.7900000,-0.1500000
MsgID.LOCAL_POSITION,1520864186.5168900,-0.5659594,-0.0199881,-2.9628751
MsgID.LOCAL_VELOCITY,1520864186.5168900,2.6034229,-4.1075602,-0.1622615
MsgID.GLOBAL_POSITION,1520864186.5171311,-122.3957521,37.7932764,2.9620000
MsgID.LOCAL_VELOCITY,1520864186.5171311,2.6000000,-4.1000000,-0.1600000
MsgID.LOCAL_POSITION,1520864186.7686410,-0.0401960,-0.8095937,-2.9734266
MsgID.LOCAL_VELOCITY,1520864186.7686410,1.9430877,-2.7205286,-0.2344265
MsgID.GLOBAL_POSITION,1520864186.7689450,-122.3957610,37.7932811,2.9730000
MsgID.LOCAL_VELOCITY,1520864186.7689450,1.9400000,-2.7200000,-0.2300000
MsgID.STATE,1520864187.0106292,True,True
MsgID.GLOBAL_HOME,1520864187.0108621,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864187.0172400,-122.3957668,37.7932836,2.9820000
MsgID.LOCAL_VELOCITY,1520864187.0172400,1.2900000,-1.3500000,-0.0900000
MsgID.LOCAL_POSITION,1520864187.0174370,0.2281475,-1.3202890,-2.9825799
MsgID.LOCAL_VELOCITY,1520864187.0174370,1.2948221,-1.3570466,-0.0968863
MsgID.LOCAL_POSITION,1520864187.2674949,0.4960707,-1.4156564,-2.9851043
MsgID.LOCAL_VELOCITY,1520864187.2674949,0.7792749,-0.1717858,-0.0507717
MsgID.GLOBAL_POSITION,1520864187.2677829,-122.3957678,37.7932860,2.9850000
MsgID.LOCAL_VELOCITY,1520864187.2677829,0.7700000,-0.1700000,-0.0500000
MsgID.LOCAL_POSITION,1520864187.5171609,0.6196066,-1.3014039,-2.9897833
MsgID.LOCAL_VELOCITY,1520864187.5171609,0.0549180,1.0568626,-0.0944269
MsgID.GLOBAL_POSITION,1520864187.5173841,-122.3957665,37.7932871,2.9890000
MsgID.LOCAL_VELOCITY,1520864187.5173841,0.0500000,1.0500000,-0.0900000
MsgID.LOCAL_POSITION,1520864187.7675421,0.5433029,-0.9104248,-2.9992054
MsgID.LOCAL_VELOCITY,1520864187.7675421,-0.5435083,1.7061864,-0.0389179
MsgID.GLOBAL_POSITION,1520864187.7678249,-122.3957621,37.7932864,2.9990000
MsgID.LOCAL_VELOCITY,1520864187.7678249,-0.5400000,1.7000000,-0.0300000
MsgID.STATE,1520864188.0087390,True,True
MsgID.GLOBAL_HOME,1520864188.0108390,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864188.0191958,-122.3957584,37.7932835,2.9990000
MsgID.LOCAL_VELOCITY,1520864188.0191958,-0.7800000,1.6800000,0.0700000
MsgID.LOCAL_POSITION,1520864188.0194199,0.2212402,-0.5786362,-2.9991288
MsgID.LOCAL_VELOCITY,1520864188.0194199,-0.7897003,1.6870327,0.0705973
MsgID.GLOBAL_POSITION,1520864188.2691431,-122.3957550,37.7932818,2.9890000
MsgID.LOCAL_VELOCITY,1520864188.2691431,-0.5900000,1.2900000,0.0000000
MsgID.LOCAL_POSITION,1520864188.2693651,0.0374853,-0.2713725,-2.9899604
MsgID.LOCAL_VELOCITY,1520864188.2693651,-0.5906340,1.2909904,-0.0082102
MsgID.GLOBAL_POSITION,1520864188.5190611,-122.3957518,37.7932825,2.9950000
MsgID.LOCAL_VELOCITY,1520864188.5190611,-0.2200000,0.6200000,-0.0100000
MsgID.LOCAL_POSITION,1520864188.5192490,0.1092423,0.0065131,-2.9956934
MsgID.LOCAL_VELOCITY,1520864188.5192490,-0.2266584,0.6209629,-0.0164414
MsgID.GLOBAL_POSITION,1520864188.7687891,-122.3957504,37.7932818,2.8360000
MsgID.LOCAL_VELOCITY,1520864188.7687891,-0.1600000,0.4600000,1.3600000
MsgID.LOCAL_POSITION,1520864188.7690380,0.0357132,0.1311240,-2.8367651
MsgID.LOCAL_VELOCITY,1520864188.7690380,-0.1681300,0.4687012,1.3661424
MsgID.STATE,1520864189.0107350,True,True
MsgID.GLOBAL_HOME,1520864189.0128498,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864189.0191281,-122.3957493,37.7932812,2.3890000
MsgID.LOCAL_VELOCITY,1520864189.0191281,-0.0900000,0.2500000,1.8900000
MsgID.LOCAL_POSITION,1520864189.0193670,-0.0300614,0.2277227,-2.3894920
MsgID.LOCAL_VELOCITY,1520864189.0193670,-0.0996558,0.2560492,1.8913846
MsgID.GLOBAL_POSITION,1520864189.2684329,-122.3957489,37.7932815,1.9490000
MsgID.LOCAL_VELOCITY,1520864189.2684329,-0.0400000,0.1100000,1.9800000
MsgID.LOCAL_POSITION,1520864189.2686741,-0.0038745,0.2657000,-1.9496431
MsgID.LOCAL_VELOCITY,1520864189.2686741,-0.0433345,0.1163879,1.9840280
MsgID.GLOBAL_POSITION,1520864189.5178990,-122.3957495,37.7932814,1.4320000
MsgID.LOCAL_VELOCITY,1520864189.5178990,0.0000000,0.0200000,2.0000000
MsgID.LOCAL_POSITION,1520864189.5180950,-0.0077938,0.2160605,-1.4321947
MsgID.LOCAL_VELOCITY,1520864189.5180950,-0.0067572,0.0280238,2.0036788
MsgID.GLOBAL_POSITION,1520864189.7696400,-122.3957486,37.7932814,0.9850000
MsgID.LOCAL_VELOCITY,1520864189.7696400,0.0000000,0.0000000,2.0500000
MsgID.LOCAL_POSITION,1520864189.7698920,-0.0073281,0.2941363,-0.9855434
MsgID.LOCAL_VELOCITY,1520864189.7698920,0.0099629,-0.0060024,2.0538051
MsgID.STATE,1520864190.0088961,True,True
MsgID.GLOBAL_HOME,1520864190.0108950,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1520864190.0193019,-122.3957467,37.7932815,0.4770000
MsgID.LOCAL_VELOCITY,1520864190.0193019,0.0100000,-0.0300000,1.9900000
MsgID.LOCAL_POSITION,1520864190.0195260,-0.0032600,0.4624779,-0.4776576
MsgID.LOCAL_VELOCITY,1520864190.0195260,0.0121738,-0.0329614,1.9952362
MsgID.LOCAL_POSITION,1520864190.2687411,0.0491915,0.3788245,-0.0350146
MsgID.LOCAL_VELOCITY,1520864190.2687411,0.0139409,-0.0560445,1.7989687
MsgID.GLOBAL_POSITION,1520864190.2689850,-122.3957476,37.7932819,0.0350000
MsgID.LOCAL_VELOCITY,1520864190.2689850,0.0100000,-0.0500000,1.7900000
MsgID.LOCAL_POSITION,1520864190.5182340,0.1515981,0.2905456,-0.0525905
MsgID.LOCAL_VELOCITY,1520864190.5182340,0.0000081,-0.0000092,-0.0000195
MsgID.GLOBAL_POSITION,1520864190.5184741,-122.3957486,37.7932829,0.0520000
MsgID.LOCAL_VELOCITY,1520864190.5184741,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520864190.7682350,-0.0053232,0.4121348,-0.0672794
MsgID.LOCAL_VELOCITY,1520864190.7682350,0.0000188,-0.0000033,0.0000470
MsgID.GLOBAL_POSITION,1520864190.7684481,-122.3957473,37.7932815,0.0670000
MsgID.LOCAL_VELOCITY,1520864190.7684481,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520864191.0098078,True,True
MsgID.GLOBAL_HOME,1520864191.0119328,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1520864191.0202370,-0.0803528,0.1908217,-0.0746355
